METADATA,,,,,,,,,,,
title.en,ITU Carrier Codes ,,,,,,,,,,
,,,,,,,,,,,
DATA,type=array,,,,,,,,,,
country_name,country_code,organization,address_line_1,address_line_2,address_line_3,address_line_4,code,contact_person,tel,fax,email
Peru ,PER,Tim Peru S.A.C.,Las Camalisa No. 760,"San Isidro, LIMA",,,TIMPER,Fruciuoso Fernando Rivera F.,+51 1 421 3193,+51 1 421 3196,
Peru ,PER,Vitcom Peru S.A.,Calle Los Pinos No. 519,"San Isidro, LIMA",,,VITPER,David German Guerra Gomez,+51 1 222 4814,+51 1 422 0587,
Philippines (Republic of the) ,PHL,Capitol Wireless Inc. (CAPWIRE),"6/F Dolmar Gold Tower, 107 Carlos Palanca Jr.","Legaspi Village, MAKATI CITY 1229",,,CWIMLA,Maureen V Santiago,+63 2 818 6694,+63 2 894 1142,
Philippines (Republic of the) ,PHL,"Digital Telecommunications Phillipines, Inc.",110 E Rodriguez JR Ave. Bagumbayan,1110 QUEZON CITY,,,DGTL,Btty William S Paminman,+63 2 635 6142,+63 2 635 6142,paminmanb@ditsi.com.ph
Philippines (Republic of the) ,PHL,Eastern Telecommunications Philippines Inc.,"Telecoms Plaza, 316 Sen. G. puyat Ave. Ext","Makati, METRO MANILA",,,ETPI,Jose P. Roxas SVP EAD,+63 2 816 0001,+63 2 816 4322,
Philippines (Republic of the) ,PHL,"Easycall Communications Phils., Inc.",418 Arayat Cor. Libertad Sts.,"MANDALUYONG CITY, METRO MANILA",,,ECPI,Edgardo T. Abalos,+63 2 533 5107,+63 2 533 4390,eta@easycall.net.ph
Philippines (Republic of the) ,PHL,Ermita Electronics Inc.,Unit 2503 - East tower Philippine Stock Exch.,"PASIG CITY, METRO MANILA",,,ERMITA,Roberto V. Carandang,+63 2 636 0303,+63 2 634 6388,roberto_carandang@yahoo.com
Philippines (Republic of the) ,PHL,Express Telecommunications Co. Inc. (Extelcom),"11th Floor Octagon Bldg, San Miguel Avenue","Ortigas Center, PASIG CITY",,,P973,Louie B. Sapiera,+63 2 634 0001,+63 2 635 5428,
Philippines (Republic of the) ,PHL,Globe Telecom Inc. (GMCR),"Globe Telecom plaza, Pioneer Corner Madison",1552 MANDALUYONG CITY,,,GLOBE,Teresa V. Kong,+63 2 730 2808,+63 2 739 3344,kongtv@globetel.com.ph
Philippines (Republic of the) ,PHL,International Communications Corporation,"5/F Benpres Bldg, Meralco Corner","PASIG, METRO MANILA",,,ICC,Sherry Ann Supelana,+63 2 633 3375,+63 2 633 3382,
Philippines (Republic of the) ,PHL,"Oceanic Wireless Network, Inc.","3/F Electra Bldg, 115-117 Esteban St. Legaspi",MAKATI CITY,,,OWNI,Eng. Ernesto O. Santos,+63 2 815 3753,+63 2 815 3750,
Philippines (Republic of the) ,PHL,Philippine Communications Satellite Corporation,"11/F Telecoms Plaza Bldg, 316 Sen.Gil Puyat A",1200 MAKATI CITY,,,PCSAT,Benito A. Tolentino,+63 2 815 9610,+63 2 817 4131,pcsattpo@info.com.ph
Philippines (Republic of the) ,PHL,Philippine Global Communications Inc. (Philcom),8755 Paseo de Roxas,"Makati, METRO MANILA 3117",,,PGCI,Antonio A. Ong,+63 2 816 2851,+63 2 818 9720,
Philippines (Republic of the) ,PHL,Philippine Long Distance Telephone Company,"PO Box 2148, Ramon Cojuangco Bldg.",MAKATI CITY 0721,,,PLDT,Alfredo B. Carrera,+63 2 817 4600,+63 2 894 3521,gnlim@pldt.com.ph
Philippines (Republic of the) ,PHL,Smart Communications Inc.,"11/F Rufino Pacific Towers, Ayala Ave.",MAKATI CITY,,,SMART,Orlando B. Vea,+63 2 811 0211,+63 2 892 4844,
Poland (Republic of) ,POL,Bankowe Przedsiebiorstwo,Telekomunikacyjne-Telebank S.A.,ul. Perkuna 47,04-164 WARSZAWA,,BPT,Wieslaw Szymánski,+48 22 695 3863,+48 22 695 3701,wieslaw.szymanski@telbank.pl
Poland (Republic of) ,POL,Nask Research and Education Computer Network,Ul. Wawozowa 18,PL 02-726 WARSZAWA,,,NASK,krzysztof Silicki,+48 22 523 1204,+48 22 523 1201,krzysztof.silick@nask.pl
Poland (Republic of) ,POL,Telekomunikacja Kolejowa Sp. Z.o.o.,Al. Jerozolimskie 140,02-305 WARSZAWA,,,PLTK,Wlodzimierz Radziszewski,+48 22 524 3510,+48 22 524 3310,w.radziszewski@tktelekom.pl
Poland (Republic of) ,POL,Telekomunikacja Polska S.A.,ul. Nowy Swiat 6/12,PL-00-400 WARSZAWA,,,PLTEL,Janusz Czerwinski,+48 22 699 2322,+48 22 699 2134,janusz.czerwinski@telekomunikacja.pl
Poland (Republic of) ,POL,"MEO - Serviços de Comunicações e Multimédia, S.A","Avenida Fontes Pereira de Melo, nº 40",1069-300 LISBOA,,,MEO,Ms Anabela Maia,+351 215007419,+351 215007032,anabela.s.maia@telecom.pt
Qatar (State of) ,QAT,Qatar Telecom Q.S.C.,PO Box 217,DOHA,,,QTEL,Abdulwahed Fakhroo,+974 4483 0555,+974 4483 0630,wfakhroo@qtel.com.qa
Reunion (French Department of) ,REU,Cegetel La Reunion,"21, rue Pierre Aubert ZI du Chaudron",F-97490 SAINTE-CLOTILDE,,,CGRU,Jean Pierre Haggai,+262 262 48 19 70,+262 262 48 19 71,
Reunion (French Department of) ,REU,Orange Reunion,"35 Boulevard du Chaudron, BP 7431",F-97490 SAINTE CLOTILDE,,,ORRU,Christophe Jan,+262 262 20 67 67,+262 262 20 66 19,
Reunion (French Department of) ,REU,Société Réunionnaise du Radiotéléphone,21 Rue Pierre Aubert BP 17,F-97408 SAINT DENIS,,,SRR,Jean Pierre Haggai,+262 262 48 19 70,+262 262 48 19 71,
Reunion (French Department of) ,REU,XTS Network Ocean Indien,7 rue du Mont Valérien,F-92150 SURESNES,,,XTIN,Pascal Bono,+33 1 55 49 38 38,+33 1 55 49 38 39,
Romania ,ROM,S.C. AccessNet International S.A.,"BD. Micrea Eliade 18, Sector 1",012015 BUCURESTI,,,ANET,Niculae Plesa,+40 21 231 8606,+40 21 231 8661,office@accessnet.ro
Romania ,ROM,S.C. Adisam Telecom S.A.,"Calea 13 Septembrie 116, Sector 5",050728 BUCURESTI,,,ADISAM,Gheorghe Nica,+40 21 330 9211,+40 21 331 0551,gnica@adisam.com
Romania ,ROM,S.C. Advanced Business Solutions International srl,"Calea Mosilor 256, Sector 2",020886 BUCURESTI,,,ABSI,Marian Wagner,+40 21 212 1727,+40 21 211 6779,office@absi.ro
Romania ,ROM,S.C. Aietes Telecom Galati Filiala Tulcea srl,Str. Progresului 32,820009 TULCEA,,,AITEL,Gabriel Jinga,+40 236 493 400,+40 236 498 808,gabi@aietestelecom.ro
Romania ,ROM,S.C. Alizee s.r.l.,Calea Aradului 1,300088 TIMISOARA,,,ALIZEE,Daniel Arghiriade,+40 256 306 330,+40 256 306 339,daniel.arghiriade@alizee.ro
Romania ,ROM,S.C. Astral Telecom S.A.,Constantin Brancusi 147,400458 CLUJ-NAPOCA,,,ASTRAL,Dinu Malacopol,+40 264 441 265,+40 264 441 261,office@astral.ro
Romania ,ROM,S.C. Atlas Telecom Network Romania s.r.l.,"Piata Ferdinand I, 2","ORADEA, jud. BIHOR 410021",,,ATLAS,Marinoiu Dan,+40 21 403 4900,+40 21 403 4910,d.marinoiu@atlastelecom.ro
Romania ,ROM,S.C. Danubius Telecom S.A.,"Str. Armoniei 5, Sector 2",020724 BUCURESTI,,,DANUS,Valentin Urziceanu,+40 21 312 8379,+40 21 312 9005,danubius@k.ro
Romania ,ROM,S.C. Dial Telecom s.r.l.,"Str. Dr. Staicovici 2, Sector 5",050558 BUCURESTI,,,VIVA,Florin Furdui,+40 21 402 6111,+40 21 402 6112,florin.furdui@dial.telecom.ro
Romania ,ROM,S.C. Easycomm s.r.l.,"Calea Vacaresti 280, Secotrul 4",040063 BUCURESTI,,,EZCOM,Alexandru Longin Popescu,+40 21 302 9684,+40 21 302 9685,alexandru.popescu@easycomm.ro
Romania ,ROM,S.C. Euroweb Romania S.A.,"Lipscani 102, Corp A, Sector 3",030039 BUCURESTI,,,EWRO,Claudiu Amortoaie,+40 21 307 6543,+40 21 307 6544,claudiu.amortoaie@ew.ro
Romania ,ROM,S.C. Globtel Internet srl,Str. Bobalna 2,"100330 Ploiesti, jud. Prahova",,,GLOBTL,Burcescu Dragos,+40 244 511 858,+40 244 512 425,office@globtel.ro
Romania ,ROM,S.C. Idilis S.A.,Calea Dorobantilor 85-87 Sector 1,010558 BUCURESTI,,,IDILIS,Tiberiu Gindu,+40 21 201 5600,,office@idilis.net
Romania ,ROM,S.C. Ines Group S.R.L.,Str. Virgil Madgearu 2-6,014135 BUCURESTI,,,INES,Szavuj Iosif,+40 21 232 2112,+40 21 232 3461,iosif.szavuj@ines.ro
Romania ,ROM,S.C. International Communications Systems srl,Str. Rahovei 13,"100028 PLOIE TI, jud. Prahova",,,ICS,Mihail Faca,+40 722 409 306,+40 244 519 812,office@ics-telecom.ro
Romania ,ROM,S.C. Interpoint srl,"Str. Negru Voda 2, Sector 3",030774 BUCURESTI,,,IPOINT,Ehsan Ahmadi,+40 21 312 3015,+40 21 315 8584,office@interpoint.ro
Romania ,ROM,S.C. Iristel Romania srl,"Calea 13 Septembrie No. 90, Sector 5",050726 BUCURESTI,,,IRIS,Mario Pavoni,+40 21 403 3341,+40 21 403 3342,office@iristel.ro
Romania ,ROM,S.C. Mediasat S.A.,"Sr. Stroescu Vasile Vasilievic 11 A, Sector 2",021373 BUCURESTI,,,MSAT,Roxana Patrascu,+40 21 205 2606,+40 21 205 2605,roxana.patrascu@mediasat.ro
Romania ,ROM,S.C. Necc Telecom Romania srl,"Bd. Unirii 64, Sector 3",030834 BUCURESTI,,,NECC,Cosmin Gheara,+40 21 326 1305,,cosmin.gheara@necc.us
Romania ,ROM,S.C. Net-Connect Internet s.r.l.,"Str. Valea Calugareasca 1, Sector 6",061721 BUCURESTI,,,NETCON,Nela Emilia Ispas,+40 21 726 4162,+40 21 778 1914,emilia.ispas@netconnect.ro
Romania ,ROM,S.C. Netmaster Communications s.r.l.,"Bdul. Banu Manta 18, Sector 1",011226 BUCURESTI,,,NETMR,Alexandru Albu,+40 21 569 0001,+40 21 569 0009,alexandru.albu@smartcall.ro
Romania ,ROM,S.C. Netpoint srl,"Str. Dr. Panait Iatropol 20, Sector 5",050538 BUCURESTI,,,NTP,Tiberiu Duma,+40 21 411 6277,+40 21 411 6285,tiberiu.duma@netpoint.ro
Romania ,ROM,S.C. Nevi Cons srl,"Spatarului 1A, Sectorul 2",020771 BUCURESTI,,,NEVI,Victor Popescu,+40 744 647 572,+40 21 423 2685,popescu@canad.ro
Romania ,ROM,S.C. Nobel Romania srl,"Str. Vasile Lascar 144-146, Sector 2",020511 BUCURESTI,,,NBL18,Razvan Ilievici,+40 21 211 0185,+40 21 211 0485,razvan.ilievici@nobel.ro
Romania ,ROM,S.C. Orange Romania S.A.,"Europe House, 51-53 Lascar Catargiu Bvd.","Sector 1, 010665 BUCURESTI",,,ORANGE,Dan Nicola,+40 21 203 7005,+40 21 203 7008,dan.nicola@orange.ro
Romania ,ROM,S.C. Parlatel s.r.l.,"Bd. Unirii 27, Sector 5",040103 BUCURESTI,,,PARLA,Dan Boabes,+40 21 302 6700,+40 21 302 6701,office@parlatel.ro
Romania ,ROM,S.C. Pcnet Data Network S.A.,"Spl. Unirii 10, Sector 4",040033 BUCURESTI,,,PCNET,Bogdan Tudor,+40 723 251 884,+40 21 331 7999,bogdan@pcnet.ro
Romania ,ROM,S.C. Plug IT International srl,"Str. Elanului 21, Sector 1",013263 BUCURESTI,,,R10040,Angelo Canali,+40 21 312 4811,+40 21 312 4810,angelo.canali@plugit.net
Romania ,ROM,S.C. Romania Data Systems S.A.,"Str. Dr. Staicovici 73 - 75, Sector 5",050557 BUCURESTI,,,RDS,Dragos Spataru,+40 21 301 0850,+40 21 301 0851,dragos.spataru@rdsnet.ro
Romania ,ROM,S.C. ROMTELECOM S.A.,"Str. Garlei nr 1B, Sector 1",013721 BUCURESTI,,,ROMTEL,Nicu Dumitru,+40 21 400 5391,+40 21 400 5641,nicu.dumitru@romtelecom.ro
Romania ,ROM,S.C. Telcor Communications S.R.L.,"Str. Caderea Bastiliei 17, Sector 1",010612 BUCURESTI,,,1023T,Serban Igau,+40 21 313 6723,+40 21 313 6723,office@telcor.ro
Romania ,ROM,S.C. Telemobil S.A.,Calea Bucuresti 2B Bis,077015 COMUNA BALOTESTI,,,ZAPP,Bogdan Bocsan,+40 788 101 646,+40 21 402 3290,bogdan.bocsan@zapp.ro
Romania ,ROM,S.C. TransTel Services s.r.l.,"Str. Prometeu 26, Sector 1",014225 BUCURESTI,,,10800,Catalin Catoiu,+40 21 201 1800,+40 21 201 1811,transtel@tts.ro
Romania ,ROM,S.C. Vip Plus Computers s.r.l.,"Bdul. Regina Elisabeta 7-9, Sector 3",030016 BUCURESTI,,,VIPNET,Gabriel Dulcu,+40 21 303 9940,+40 21 303 9617,gabriel.dulcu@vipnet.ro
Romania ,ROM,S.C. World Telecom Network srl,Str. Palmierlor 13,300309 TIMISOARA,,,WTN,Florin Coseru,+40 256 287 878,+40 256 219 219,florin.coseru@wtn.ro
Romania ,ROM,Societatea Nationala de Radiocimunicatii S.A.,"Bdul. Libertatii 14, Sector 5",050706 BUCURESTI,,,SNR,Ion Dorobantu,+40 21 307 3005,+40 21 314 9798,ion.dorobantu@snr.ro
Romania ,ROM,World Venture Group Telecom srl,Camil Ressu #13,"BL588, SC.A#6, BUCHAREST",,,WVGTEL,Sathiyagiri Valliappan,+40 31 780 0158,+40 31 710 7343,giri@wvg-tele.com
Russian Federation ,RUS,Multiregional Transit Teleom Open Joint Stock Company,22 Marksistskaya Street,MOSCOW 109147,,,MTTRUS,Yury Avanesov,+7 495 789 3151,+7 495 789 3963,mttinfor@mtt.rus
Russian Federation ,RUS,Nakhodka Telecom,"Primorsky Region, Nakhimovskaya 30",NAKHODKA,,,NAKTEL,"Victor Shpak, GM",+7 504 915 1701,+7 504 915 1616,shpak@nht.ru
Russian Federation ,RUS,Rostelecom,"5, Delegatskaya Street",103091 MOSCOW,,,ROSTEL,"Nikolay Korolev, D.G.",+7 495 292 7127,+7 495 924 7062,
Rwanda (Republic of) ,RWA,Rwandatel S.A.,BP 1332,KIGALI,,,RWTL,Bizimana Assumani,+250 2525 76777,+250 2525 74460,
"Saint Helena, Ascension and Tristan da Cunha ",SHN,Cable and Wireless plc,PO Box 2,THE BRIARS,,,STHCW,"George Stevens, GM",+290 2211,+290 2213,
"Saint Helena, Ascension and Tristan da Cunha ",SHN,Cable and Wireless plc,GEORGETOWN,Ascension Island,,,ASC,Geoffrey Augustus,+247 6559,+247 6558,
Saint Kitts and Nevis ,KNA,St. Kitts and Nevis Telecommunications Ltd.,"PO Box 86, Cayon Street","BASETERRE, ST. KITTS",,,SKNT,David Wright,+1 869 465 1909,+1 869 465 1111,
Saint Lucia ,LCA,Cable and Wireless (St. Lucia) Ltd.,"PO Box 111, Bridge Street",CASTRIES,,,CWSLU,Grant Addod Ha,+1 758 453 9443,+1 758 453 9707,
Saint Pierre and Miquelon (Collectivité territoriale de la République française) ,SPM,SAS SPM Telecom,5 rue Le Bailly,F-97500 SAINT-Pierre,,,SPMT,Charles Landry,+508 41 48 59,,
Saint Vincent and the Grenadines ,VCT,Cable and Wireless (W.I.) Ltd.,"PO Box 103, Halifax Street",KINGSTOWN,,,CWSVD,"Bert Bonadie, GM",+1 784 457 1099,+1 784 457 2777,
Samoa (Independent State of) ,WSM,Samoa Communications Ltd.,"Chief Post Office, Beach Road",APIA,,,PTD,Sapau R. Petaia,+685 23456,+685 20310,
San Marino (Republic of) ,SMR,San Marino Telecom S.p.A.,Strada del Lavoro 37,GUALDICCIOLO 47892,,,SMT,Andrea Della Balda,+378 0549 999 114,+378 0549 999 890,info@smt.sm
San Marino (Republic of) ,SMR,Telecom Italia San Marino S.p.A.,"Strada Degli Angariari, 3",ROVERETA 47891,,,TISM,Cesare Pisani,+378 0549 886111,+378 0549 886188,secretary@telecomitalia.sm
San Marino (Republic of) ,SMR,Telefonia Mobile Sammarinese S.p.A.,"Via XXVIII Luglío, 148",47893 BORGO MAGGIORE,,,TMS,Giuseppe Della Balda,+378 0549 980222,+378 0549 980044,info@tms.sm
San Marino (Republic of) ,SMR,Telenet s.r.l.,"Strada degli Angariari, 21",47891 ROVERETA,,,TELNET,Pier Giovanni Terenzi,+378 0549 888810,+378 0549 888825,info@telenet.sm
Sao Tome and Principe (Democratic Republic of) ,STP,"Companhia Santomese de Telecomunicaçôes, SARL (CST)","Caixa Postal 141, 12 Av. de Julho",SAO TOME,,,CSTSTP,Carlos Gonçalves,+239 222 2226,+239 222 2500,
Saudi Arabia (Kingdom of) ,SAU,"Ministry of Post, Telegraph & Telephone, Saudi Telecom",PO Box 87912,11112 RIYADH,,,MOPTT,Tario A. Balkheyour,+966 1 452 7218,+966 1 454 7204,
Senegal (Republic of) ,SEN,Société Nationale des Télécommunications du Sénégal,"Boîte postale 69, 46 Boulevard de la République",DAKAR,,,SONATL,Cheikh Tidiane Mbaye,+221 33 839 1118,+221 33 822 1492,
Serbia (Republic of) ,SRB,"Joint Stock Telecommunications Company ""Telekom Srbija"" A.D.",Takovska 2,11000 BEOGRAD,,,TSSRB,,+381 11 3341 433,+381 11 3341 635,kabinet@telekom.yu
Seychelles (Republic of) ,SYC,Cable and Wireless (Seychelles) Ltd.,"PO Box 4, Victoria",MAHE,,,CWSEZ,Milton Durup,+248 428 4051,+248 432 1444,milton.durup@cws.cwplc.com
Sierra Leone ,SLE,Sierra Leone Telecommunications Company Ltd. (SIERRATEL),"PO Box 80, 7 Wallace Johnson Street",FREETOWN,,,SLTEL,F.E. Jarrett,+232 22 222804,+232 22 224439,
Singapore (Republic of) ,SGP,MobileOne (Asia) Pte Ltd.,10 International Business Park,609928 SINGAPORE,,,M1,Chan Sock Leng,+65 6895 1039,+65 6899 3929,chansl@ml.com.sg
Singapore (Republic of) ,SGP,Singapore Telecommunications Ltd. (SingTel),"31 Exeter Road, Comcentre #18-00",00923 SINGAPORE,,,ST,Ying Lai Chang,+65 6838 3213,+65 6732 1044,
Singapore (Republic of) ,SGP,StarHub Pte Ltd.,51 Cuppage Road 07-00,SINGAPORE 229469,,,STARHP,Cannice Lee Yan Ling,+65 6880 5721,+65 6736 6048,cannicel@starhub.com.sg
Slovak Republic ,SVK,Aliatel Slovakia,Ruzová dolina 6,82108 BRATISLAVA,,,ALISK,Vladimir Galovic,+421 2 5022 1544,+421 2 5022 1547,vladimir.galovic@aliatel.sk
Slovak Republic ,SVK,Amtel Slovensko s.r.o.,Jozefa Hagaru 9,831 51 BRATISLAVA,,,AMTEL,Ing. Martin Felgr,+421 2 49 214 170,+421 2 49 214 114,martin.felgr@amtel.sk
Slovak Republic ,SVK,"BT Slovakia, s.r.o.",Kopcianska 24,851 01 BRATISLAVA,,,BTSK01,Stefan Koczka,+421 2 6828 6602,+421 2 6828 6611,office@btnet.sk
Slovak Republic ,SVK,"Connspec Telekom, s.r.o.",Kutlikova 17,85102 BRATISLAVA,,,CONNSK,Milos Budaj,+421 2 6820 7511,+421 2 6820 7519,bratislava@connspec.net
Slovak Republic ,SVK,"Dial Telecom, a.s.",Plynárenská 1,82109 BRATISLAVA,,,DIALSK,Jozef Beták,+421 2 5825 2111,+421 2 5825 2300,sales@dial.sk
Slovak Republic ,SVK,"Energotel, a.s.",Sumavská 38,82108 BRATISLAVA,,,AT1002,L'ubomir Simko,+421 2 5020 1700,+421 2 5564 2411,simko@energotel.sk
Slovak Republic ,SVK,"eTel Slovensko, s.r.o.",Leskova 9/A,81104 BRATISLAVA,,,ETELSK,Peter Hlavaty,+421 2 5720 1811,+421 2 5720 1821,hotline@etel.sk
Slovak Republic ,SVK,"EuroTel Bratislava, a.s.",Vajnorská 100/A,83103 BRATISLAVA,,,SKETBA,Augustín Hujsa,+421 2 4955 4585,+421 2 4955 4044,hujsaa@eurotel.sk
Slovak Republic ,SVK,"GlobalTel Slovakia, s.r.o.",Prokopova 24,85101 BRATISLAVA,,,GTEL,Radovan Mihalik,+421 2 5720 3453,+421 2 5720 3401,radovan.mihalik@globaltel.sk
Slovak Republic ,SVK,"GTS Slovakia, s.r.o.",Liscie udolie 5,84104 BRATISLAVA,,,GTSISK,Martin Holly,+421 2 5778 1111,+421 2 5778 1117,gts@gtsgroup.sk
Slovak Republic ,SVK,"M.B.C., s.r.o.",Mickiewiczova 2,81107 BRATISLAVA,,,MBC,Marcel Vass,+421 2 5293 2910,+421 2 5293 2913,marcel-vass@mbc.sk
Slovak Republic ,SVK,"Nextra, s.r.o.",Plynarenska 1,82471 BRATISLAVA,,,NEXTSK,Julius Varga,+421 2 5822 8111,+421 2 5822 8222,official@nextra.sk
Slovak Republic ,SVK,"Orange Slovensko, a.s.",Prievozská 6/A,82109 BRATISLAVA,,,ORASK,Jan Miko,+421 2 5851 2236,+421 2 5851 2346,jan.miko@orange.sk
Slovak Republic ,SVK,"PosTel, a.s.",Kvacalova 53,82108 BRATISLAVA,,,PTGP19,Tibor Nagy,+421 2 5020 3165,+421 2 5020 3198,tnagy@postel.sk
Slovak Republic ,SVK,Slovenské Telekomunikácie a.s. (Slovak Telecom),Námestie Slobody 6,81762 BRATISLAVA,,,SKTELI,Dusan Volcko,+421 2 5249 8745,+421 2 5249 5155,dusan.volcko@st.sk
Slovak Republic ,SVK,"U.S. Steel Kosice, s.r.o.",Vstupny areal,04454 KOSICE,,,USSKSC,Klará Mosná,+421 5 5673 4545,+421 5 5673 3131,kmosna@usske.sk
Slovak Republic ,SVK,Via PVT,Zahradnicka 151,82108 BRATISLAVA,,,SLVNET,Peter Macaj,+421 2 5020 2202,+421 2 5020 2222,info@slovanet.sk
Slovak Republic ,SVK,"Voipac, s.r.o.",J. Král'a 3,91101 TRENCIN,,,VOIPAC,Slavomir Zat'ko,+421 3 2658 0409,+421 3 2653 8533,zatko@voipac.com
Slovak Republic ,SVK,ZSR-zeleznicne telekomunikacie,Klemensova 8,81361 BRATISLAVA,,,SKZSR,Ladislav Ondrus,+421 2 5058 5060,+421 2 5058 5509,zt@zsr.sk
Slovenia (Republic of) ,SVN,"Elektro Maribor Jauno Podjetje ZA, Distribucijo Eleutricne energije d.d.",Vetrinjska Ulica 2,SI-2000 MARIBOR,,,EM2004,Miljutin Kocbek,+386 2 220 0000,+386 2 252 2241,info@elektro-maribor.si
Slovenia (Republic of) ,SVN,"Elektro.TK Projetje ZA, Telekomunikacjske Storitve d.o.o",Cesta V. Mestni Log 88/A,SI-1000 LJUBLJANA,,,ETK,,+386 1 474 2850,+386 1 474 2852,info@elektro-tk.si
Slovenia (Republic of) ,SVN,"Elektro-Slovenija, d.o.o.",Hajdrihova 2,SI-1000 LJUBLJANA,,,ELES,Ales Persin,+386 1 474 3530,+386 1 474 3552,ales.persin@eles.si
Slovenia (Republic of) ,SVN,EVJ Elektroprom d.o.o.,Loke 22,SI-1412 KISOVEC,,,EVJ,,+386 3 567 1234,+386 3 567 1488,bostjan@elekroprom.si
Slovenia (Republic of) ,SVN,In.Life d.d.,Dunajska Cesta 22,SI-1511 LJUBLJANA,,,INLIFE,Dejan Strbenk,+386 1 434 7066,+386 1 474 4619,dejan.strbenk@inlife.si
Slovenia (Republic of) ,SVN,Incotel d.o.o.,Novi TRG 1,SI-8000 NOVO MESTO,,,INCO01,,+386 7 338 0250,+386 7 337 7791,info@inco-tel.com
Slovenia (Republic of) ,SVN,Medinet d.o.o.,Trzaska Cesta 85,SI-2000 MARIBOR,,,AMISSI,,+386 2 320 6320,+386 2 320 6325,damjan.ceric@amis.net
Slovenia (Republic of) ,SVN,"Mobitel, telekomunikacijske storitive, d.d.",Vilharjeva 23,1537 LJUBLJANA,,,MBT,Ales Dolensek,+386 1 47 22 312,+386 1 47 22 810,ic@mobitel.si
Slovenia (Republic of) ,SVN,Pantel d.o.o,Neubergerjeva 30,SI-1000 LJUBLJANA,,,PNTSLO,Istvan Kranitz,+386 1 888 3696,+386 1 888 3636,ikranitz@pantel.hu
Slovenia (Republic of) ,SVN,Radiotelevizija Slovenija OE Oddajniki in Zveze,Kolodvorska 2,SI-1550 LJUBLJANA,,,RTVSOZ,Dolenec Miran,+386 1 475 2721,+386 1 475 2710,miran.dolenec@rtvslo.si
Slovenia (Republic of) ,SVN,SI.Mobil d.d.,Smartinska Cesta 134/B,SI-1000 LJUBLJANA,,,SMB,Andrej Spik,+386 40 440 134,+386 40 443 199,andrej.spik@simobil.si
Slovenia (Republic of) ,SVN,"Telekom Slovenije, p.o.",Cigaletova 15,SI-61000 LJUBLJANA,,,TKSI,Roman Smidovnik,+386 1 234 1216,+386 1 234 1200,roman.smidovnik@telekom.si
Slovenia (Republic of) ,SVN,Telius d.o.o.,Tivolska Cesta 50,SI-1000 LJUBLJANA,,,TELIUS,Marko Kocila,+386 1 300 2401,+386 1 433 0293,marko.kocila@lj-kabel.si
Slovenia (Republic of) ,SVN,Triera KRS Rotovz d.d.,Cankarjeva 6,SI-2000 MARIBOR,,,TRIERA,Ferdinand Valencak,+386 2 229 7208,+386 2 229 7207,ferdo@triera.net
Slovenia (Republic of) ,SVN,Tusmobil d.o.o,Resljeva 16,SI - 3000 CELJE,,,TUS,,+386 3 560 7900,+386 3 560 7903,ic@tusmobil.si
Slovenia (Republic of) ,SVN,Voljatel Telekomunikacije d.d.,Smartinska Cesta 106,SI-1000 LJUBLJANA,,,VLT,Inka Nose,+386 1 587 5800,+386 1 587 5899,inka@voljatel.si
Slovenia (Republic of) ,SVN,Zadruga Ljubljanski Kabel z.b.o,Tivolska Cesta 50,SI-1000 LJUBLJANA,,,LK,Marko Kocila,+386 1 433 2217,+386 1 433 0293,marko.kocila@lj-kabel.si
Solomon Islands ,SLB,Solomon Telekom Company Ltd.,PO Box 148,HONIARA,,,STC,"Peter Johnson, Manager Eng.",+677 30494,+677 30697,
Somali Democratic Republic ,SOM,Ministry of Posts and Telecommunications,,,,,MPT,,+252 20058,,
South Africa (Republic of) ,ZAF,Mobile Telephone Networks (PTY) Ltd.,Private Bag X9955,SANDTON 2146,,,MTN,Graham De Vries,+27 11 301 6000,+27 11 784 8800,
South Africa (Republic of) ,ZAF,Telkom SA Ltd.,Private Bag X74,PRETORIA 0001,,,TELKOM,L.R.J. Erasmus,+27 12 311 1623,+27 12 311 4001,
South Africa (Republic of) ,ZAF,Vodacom (PTY) Ltd.,Private Bag X9904,SANDTON 2146,,,VCOM,Gary Robinson,+27 11 653 5041,+27 11 663 5941,robinsga@vodacom.co.za
Spain ,ESP,American Telecom S.A.,Calle Rio Bullaque 2,E-28034 MADRID,,,AMTEL,Luis M. Alarcon,+34 9133 4 5900,+34 9133 4 5905,
Spain ,ESP,"Aragón de Cable, S.A.",Aznar Molina 2,50002 ZARAGOZA,,,ABLE,Jaime Gros Bañeres,+34 9762 03020,+34 9767 60030,ecomin@aracable.es
Spain ,ESP,"Broadnet Consorcio, S.A.",1 San Rafael,28108 ALCOBENDAS - MADRID,,,BNC,Roberto Pascual,+34 9133 43600,+34 9133 48198,
Spain ,ESP,Cable i Televisió de Catalunya,World Trade Center Ed. Est 5 Planta,08039 BARCELONA,,,MENTA,Jaume Salvat,+34 9353 03106,+34 9353 03034,jsalvat@ctc.es
Spain ,ESP,"CAC Telecom, S.A.","Serrano, 41-6 Planta",E-28001 MADRID,,,CAC,Philipe Portenart,+34 9142 62356,+34 9142 63905,portenart@cactelecom.com
Spain ,ESP,"Canal-4 Moron, S.L.",32 Cuesta Portillo,41530 MORON DE LA FRONTERA,,,MORONF,Salvador García Vargas,+34 9558 51840,+34 9548 52163,brother@arrakis.es
